codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao,timestamp
903028,,42,-22.847401,-43.244493,2025-02-17 12:29:45,30.3,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],211906.6,221,1.0,2025-02-17 09:30:00.288756
901061,,51,-23.000458,-43.430348,2025-02-17 12:29:58,10.4,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],234685.4,228,1.0,2025-02-17 09:30:00.288756
903030,,42,-22.839326,-43.240997,2025-02-17 12:29:52,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],0.0,322,1.0,2025-02-17 09:30:00.288756
903057,,17,-22.920533,-43.60797,2023-06-26 07:59:59,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],12199.8, ,,2025-02-17 09:30:00.288756
901051,,35,-22.924776,-43.373844,2025-02-17 12:29:45,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],151132.3,178,1.0,2025-02-17 09:30:00.288756
901064,,52,-22.972719,-43.401109,2025-02-17 12:27:05,16.7,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],222683.3,122,1.0,2025-02-17 09:30:00.288756
902107,,40,-22.997291,-43.366208,2025-02-17 12:29:58,52.4,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],104140.2,217,1.0,2025-02-17 09:30:00.288756
901049,,50,-23.000959,-43.36455,2025-02-17 12:29:54,20.3,,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],97696.0,265,1.0,2025-02-17 09:30:00.288756
901073,,53,-23.002187,-43.365941,2025-02-17 12:08:49,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],25594.0, ,0.0,2025-02-17 09:30:00.288756
901048,,51,-23.00839,-43.440738,2025-02-17 12:14:17,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],170184.7,253,0.0,2025-02-17 09:30:00.288756
901065,,53,-22.933684,-43.395608,2025-02-17 12:29:05,59.2,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],199357.1,9,1.0,2025-02-17 09:30:00.288756
903031,,38,-22.876355,-43.330422,2025-02-17 12:29:44,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],156251.0, ,1.0,2025-02-17 09:30:00.288756
902092,,41,-23.008617,-43.440795,2025-02-17 12:29:40,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],96070.0, ,1.0,2025-02-17 09:30:00.288756
903032,,42,-22.852495,-43.312665,2025-02-17 12:29:57,0.1,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],137066.4,228,1.0,2025-02-17 09:30:00.288756
901075,,53,-22.994416,-43.36575,2025-02-17 12:29:24,47.1,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],226775.5,1,1.0,2025-02-17 09:30:00.288756
903055,,17,-22.910816,-43.584181,2025-02-17 12:29:58,22.9,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],62956.0,59,1.0,2025-02-17 09:30:00.288756
902112,,40,-22.960004,-43.389368,2025-02-17 12:29:51,15.7,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],96252.9,256,1.0,2025-02-17 09:30:00.288756
903037,,17,-22.930846,-43.67354,2025-02-17 12:29:39,11.6,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],79766.8,119,1.0,2025-02-17 09:30:00.288756
903002,,42,-22.877644,-43.336575,2025-02-17 12:29:58,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],25571.1,196,1.0,2025-02-17 09:30:00.288756
901080,,53,-22.883821,-43.399632,2025-02-17 12:29:47,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],201884.2, ,1.0,2025-02-17 09:30:00.288756
902110,,40,-22.885776,-43.343783,2025-02-17 12:29:39,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],95119.2,220,1.0,2025-02-17 09:30:00.288756
902114,,40,-22.895698,-43.350423,2025-02-17 12:29:50,46.8,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],83493.2,43,1.0,2025-02-17 09:30:00.288756
902078,,40,-23.001325,-43.367191,2025-02-17 12:28:45,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],98030.5, ,1.0,2025-02-17 09:30:00.288756
902111,,40,-22.973344,-43.370081,2025-02-17 12:29:41,30.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],98706.0,91,1.0,2025-02-17 09:30:00.288756
902025,,43,-22.839762,-43.240161,2025-02-17 12:05:31,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],90075.7, ,0.0,2025-02-17 09:30:00.288756
903054,,17,-22.90172,-43.556206,2025-02-17 12:17:46,24.4,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],135899.3,57,1.0,2025-02-17 09:30:00.288756
903021,,38,-22.876103,-43.329665,2024-12-04 15:04:51,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],156790.4, ,0.0,2025-02-17 09:30:00.288756
903056,,14,-23.017832,-43.479658,2025-02-17 12:29:51,60.9,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],140267.1,74,1.0,2025-02-17 09:30:00.288756
903000,,42,-22.876528,-43.329507,2025-02-17 11:37:01,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],160668.9,89,0.0,2025-02-17 09:30:00.288756
903058,,17,-22.901909,-43.5552,2025-02-17 12:29:57,10.6,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],70883.6,69,1.0,2025-02-17 09:30:00.288756
901072,,53,-22.964522,-43.392148,2025-02-17 12:06:48,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],177102.5,339,0.0,2025-02-17 09:30:00.288756
902045,,41,-22.936852,-43.371907,2025-02-17 12:29:52,0.0,,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],113473.7,197,1.0,2025-02-17 09:30:00.288756
903008,,42,-22.846949,-43.304418,2025-02-17 12:29:42,40.6,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],156103.4,60,1.0,2025-02-17 09:30:00.288756
903007,,42,-22.876227,-43.329523,2025-02-15 12:52:46,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],187800.7,63,0.0,2025-02-17 09:30:00.288756
903004,,38,-22.803963,-43.341144,2025-02-16 05:01:27,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],144552.8, ,0.0,2025-02-17 09:30:00.288756
903006,,38,-22.876326,-43.330311,2025-02-17 12:29:51,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],163333.5,226,1.0,2025-02-17 09:30:00.288756
901046,,35,-22.964589,-43.392162,2025-02-17 12:29:53,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2928.3,342,0.0,2025-02-17 09:30:00.288756
903005,,42,-22.840221,-43.281464,2025-02-17 12:29:54,47.6,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],149471.4,305,1.0,2025-02-17 09:30:00.288756
903022,,42,-22.839749,-43.239452,2025-02-17 12:29:48,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],211106.9,143,1.0,2025-02-17 09:30:00.288756
903035,,17,-22.904134,-43.569071,2025-02-17 12:29:34,13.3,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],11597.1,258,1.0,2025-02-17 09:30:00.288756
901059,,51,-22.989705,-43.417919,2025-02-17 10:44:45,0.0,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],222001.7,43,0.0,2025-02-17 09:30:00.288756
903003,,42,-22.810818,-43.24923,2025-02-17 12:29:39,30.9,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],144052.2,126,1.0,2025-02-17 09:30:00.288756
901019,,22,-22.999959,-43.355171,2025-02-17 12:29:57,49.9,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],164062.4,271,1.0,2025-02-17 09:30:00.288756
901020,,22,-22.965079,-43.391329,2025-02-17 12:22:56,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],133625.299,47,0.0,2025-02-17 09:30:00.288756
901021,,50,-22.965087,-43.391431,2025-02-17 10:43:00,0.0,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],150939.5,195,0.0,2025-02-17 09:30:00.288756
901022,,53,-23.001834,-43.36462,2025-02-17 12:29:43,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],188146.6,47,1.0,2025-02-17 09:30:00.288756
901023,,51,-22.922305,-43.397496,2025-02-17 12:29:46,54.3,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],219594.7,21,1.0,2025-02-17 09:30:00.288756
901024,,35,-22.878544,-43.336311,2025-02-17 12:29:53,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],131242.799,349,1.0,2025-02-17 09:30:00.288756
901025,,35,-22.919962,-43.36773,2025-02-17 12:29:55,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],171313.7,59,1.0,2025-02-17 09:30:00.288756
901026,,35,-22.96526,-43.391546,2025-02-17 12:03:51,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],214315.3, ,0.0,2025-02-17 09:30:00.288756
901027,,22,-23.006819,-43.312053,2025-02-17 12:29:47,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],187778.9,216,1.0,2025-02-17 09:30:00.288756
901028,,50,-22.973271,-43.376978,2025-02-17 12:29:53,6.5,,volta,50 - JARDIM OCEÂNICO X  TERMINAL CENTRO OLIMPICO (PARADOR) [VOLTA],147994.9,271,1.0,2025-02-17 09:30:00.288756
903001,,42,-22.853154,-43.320473,2025-02-17 12:29:39,5.5,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],164609.0,228,1.0,2025-02-17 09:30:00.288756
901029,,52,-23.00143,-43.367747,2025-02-17 12:15:29,0.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],178831.0,64,1.0,2025-02-17 09:30:00.288756
901030,,51,-22.964681,-43.391593,2025-02-15 07:00:14,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],112787.0, ,0.0,2025-02-17 09:30:00.288756
901031,,35,-22.937944,-43.372203,2025-02-17 12:29:49,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],168750.6,187,1.0,2025-02-17 09:30:00.288756
901032,,53,-22.965138,-43.391297,2025-02-17 11:49:17,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],174993.1,100,0.0,2025-02-17 09:30:00.288756
901033,,35,-22.967427,-43.390595,2025-02-17 12:29:47,2.8,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],168899.6,194,1.0,2025-02-17 09:30:00.288756
901034,,52,-22.96922,-43.399425,2025-02-17 12:29:10,55.1,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],187575.3,220,1.0,2025-02-17 09:30:00.288756
901035,,53,-22.88445,-43.399436,2025-02-17 12:29:46,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],174317.7,10,1.0,2025-02-17 09:30:00.288756
901036,,35,-22.973282,-43.383596,2025-02-17 12:29:33,45.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],162838.0,90,1.0,2025-02-17 09:30:00.288756
901037,,35,-23.000666,-43.367503,2025-02-17 12:17:42,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],157239.9,87,0.0,2025-02-17 09:30:00.288756
901038,,35,-22.889824,-43.34693,2025-02-17 12:29:53,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],178362.1,216,1.0,2025-02-17 09:30:00.288756
901039,,52,-22.964913,-43.391596,2025-02-17 11:42:09,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],166983.7, ,0.0,2025-02-17 09:30:00.288756
901040,,35,-22.878317,-43.336297,2025-02-17 12:29:44,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],177555.3,3,1.0,2025-02-17 09:30:00.288756
901041,,35,-22.989345,-43.365757,2025-02-17 12:29:51,39.2,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],161144.4,358,1.0,2025-02-17 09:30:00.288756
901042,,35,-22.973321,-43.368596,2025-02-17 12:29:50,38.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],163576.8,270,1.0,2025-02-17 09:30:00.288756
901043,,51,-23.008469,-43.439872,2025-02-17 12:17:17,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],142977.9,67,0.0,2025-02-17 09:30:00.288756
901054,,22,-23.00069,-43.365341,2025-02-17 12:29:30,13.1,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],3083.9,88,1.0,2025-02-17 09:30:00.288756
903009,,42,-22.855351,-43.323822,2025-02-17 12:27:25,49.9,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],201951.3,53,1.0,2025-02-17 09:30:00.288756
903010,,38,-22.879041,-43.338819,2025-02-17 12:29:58,27.7,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],52272.4,88,1.0,2025-02-17 09:30:00.288756
903011,,42,-22.813156,-43.245669,2025-02-17 12:29:51,39.8,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],211924.0,306,1.0,2025-02-17 09:30:00.288756
903012,,42,-22.876687,-43.330143,2025-02-17 11:55:12,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],184479.9, ,0.0,2025-02-17 09:30:00.288756
903015,,14,-23.01061,-43.537164,2025-02-17 12:29:53,58.8,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],151008.9,107,1.0,2025-02-17 09:30:00.288756
903016,,38,-22.876587,-43.329512,2025-02-17 11:07:04,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],204308.9,92,0.0,2025-02-17 09:30:00.288756
903017,,42,-22.841252,-43.298353,2025-02-17 12:29:46,3.7,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],152853.0,60,1.0,2025-02-17 09:30:00.288756
903018,,38,-22.876629,-43.329403,2025-02-13 06:00:10,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],97439.5, ,0.0,2025-02-17 09:30:00.288756
903019,,42,-22.85729,-43.329278,2025-02-17 12:28:32,41.9,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],116912.2,182,1.0,2025-02-17 09:30:00.288756
903020,,42,-22.872312,-43.336318,2025-02-17 12:29:37,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],75203.5,200,1.0,2025-02-17 09:30:00.288756
903023,,42,-22.841908,-43.275893,2025-02-17 12:29:45,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],147885.1,80,1.0,2025-02-17 09:30:00.288756
903024,,67,-22.92022,-43.608286,2025-02-11 05:25:54,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],123194.5, ,0.0,2025-02-17 09:30:00.288756
903025,,14,-23.020916,-43.498733,2025-02-17 12:29:43,58.4,,ida,14 - SANTA EUGÊNIA X TERMINAL RECREIO (EXPRESSO) [IDA],78876.6,98,1.0,2025-02-17 09:30:00.288756
903013,,42,-22.841792,-43.275428,2025-02-17 12:29:44,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],199498.1,80,1.0,2025-02-17 09:30:00.288756
903014,,42,-22.87737,-43.336104,2025-02-17 12:29:38,2.9,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],221897.0,40,1.0,2025-02-17 09:30:00.288756
902097,,43,-22.856659,-43.32899,2025-02-17 12:29:33,0.4,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],92254.8,239,1.0,2025-02-17 09:30:00.288756
901045,,22,-23.001566,-43.328648,2025-02-17 12:29:52,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],170218.1,123,1.0,2025-02-17 09:30:00.288756
901053,,52,-22.973361,-43.367328,2025-02-17 12:29:54,31.9,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],125913.2,85,1.0,2025-02-17 09:30:00.288756
901060,,51,-22.965283,-43.39139,2025-02-17 12:29:53,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],221803.1,242,1.0,2025-02-17 09:30:00.288756
903052,,17,-22.916087,-43.62505,2025-02-17 12:29:51,53.8,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],87632.0,287,1.0,2025-02-17 09:30:00.288756
903060,,17,-22.911543,-43.590465,2025-02-17 12:29:49,31.0,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],148198.3,253,1.0,2025-02-17 09:30:00.288756
903063,,14,-23.008323,-43.440986,2025-02-17 12:11:47,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],134876.3,202,0.0,2025-02-17 09:30:00.288756
901000,,18,-23.000852,-43.3667,2025-02-17 12:27:23,0.0,,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],153620.6,51,1.0,2025-02-17 09:30:00.288756
902113,,41,-22.876862,-43.330345,2025-02-17 12:29:49,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],87053.3, ,1.0,2025-02-17 09:30:00.288756
902118,,40,-22.920117,-43.36796,2025-02-17 12:29:57,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],80746.8,62,1.0,2025-02-17 09:30:00.288756
902117,,11,-22.978373,-43.407507,2025-02-17 12:19:12,52.9,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],96370.5,36,1.0,2025-02-17 09:30:00.288756
901052,,52,-23.002103,-43.365394,2025-02-17 11:22:24,0.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],177290.8,219,0.0,2025-02-17 09:30:00.288756
901056,,53,-23.001201,-43.364207,2025-02-17 12:23:56,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],148373.2,1,1.0,2025-02-17 09:30:00.288756
902125,,25,-23.00069,-43.366984,2025-02-17 12:27:37,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],124730.5,206,1.0,2025-02-17 09:30:00.288756
901044,,35,-22.965062,-43.392041,2025-02-17 12:29:56,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],173943.1,288,1.0,2025-02-17 09:30:00.288756
903033,,42,-22.839884,-43.239475,2025-02-17 12:29:47,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],87916.2,143,1.0,2025-02-17 09:30:00.288756
903034,,14,-23.008218,-43.440635,2025-02-17 12:11:39,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],815.5,203,0.0,2025-02-17 09:30:00.288756
902049,,46,-23.000986,-43.367116,2025-02-17 12:29:51,16.7,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],106702.1,270,1.0,2025-02-17 09:30:00.288756
902020,,41,-22.998093,-43.42735,2025-02-17 12:29:55,44.9,,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],123736.4,237,1.0,2025-02-17 09:30:00.288756
902022,,43,-22.839694,-43.240283,2025-02-17 12:11:17,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],119767.4, ,0.0,2025-02-17 09:30:00.288756
901092,,51,-22.966676,-43.390408,2025-02-17 12:29:41,31.4,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],124369.2,2,1.0,2025-02-17 09:30:00.288756
901093,,52,-22.972471,-43.400467,2025-02-17 12:28:07,13.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],208296.8,349,1.0,2025-02-17 09:30:00.288756
902023,,46,-22.973186,-43.37921,2025-02-17 12:29:55,2.2,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],153681.2,270,1.0,2025-02-17 09:30:00.288756
902059,,46,-22.920149,-43.36791,2025-02-17 12:29:40,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],171036.4, ,1.0,2025-02-17 09:30:00.288756
902056,,46,-23.001199,-43.364238,2025-02-17 12:19:57,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],179022.2, ,1.0,2025-02-17 09:30:00.288756
901091,,52,-23.0022,-43.36586,2025-02-17 12:24:30,0.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],3291.7,217,0.0,2025-02-17 09:30:00.288756
901096,,52,-22.964549,-43.392262,2025-02-17 11:51:55,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],161062.7,336,0.0,2025-02-17 09:30:00.288756
901086,,53,-22.973345,-43.39206,2025-02-17 12:29:53,50.3,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],4690.5,91,1.0,2025-02-17 09:30:00.288756
902032,,43,-22.839629,-43.240334,2025-02-17 12:24:55,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],139301.2, ,0.0,2025-02-17 09:30:00.288756
902024,,31,-22.854363,-43.251301,2025-02-17 12:29:40,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],168940.0, ,1.0,2025-02-17 09:30:00.288756
901094,,35,-22.959659,-43.387463,2025-02-17 12:29:47,36.5,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],166748.0,76,1.0,2025-02-17 09:30:00.288756
902027,,46,-23.001272,-43.3651,2025-02-17 12:29:42,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],174768.0, ,1.0,2025-02-17 09:30:00.288756
902031,,46,-22.964606,-43.391647,2025-02-17 11:59:47,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],169246.5,68,0.0,2025-02-17 09:30:00.288756
902028,,43,-22.854255,-43.322346,2025-02-17 12:29:42,46.7,,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],164629.9,62,1.0,2025-02-17 09:30:00.288756
902029,,41,-22.889648,-43.346682,2025-02-17 12:29:56,21.5,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],136001.2,30,1.0,2025-02-17 09:30:00.288756
902018,,50,-22.972231,-43.401064,2025-02-17 12:29:56,0.0,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],163759.6, ,1.0,2025-02-17 09:30:00.288756
902046,,46,-22.841898,-43.275604,2025-02-17 12:29:52,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],152197.6,84,1.0,2025-02-17 09:30:00.288756
902010,,52,-22.963251,-43.390329,2025-02-17 12:28:01,17.8,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],150294.9,272,1.0,2025-02-17 09:30:00.288756
902026,,46,-22.846749,-43.304037,2025-02-17 12:29:42,34.6,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],141523.9,59,1.0,2025-02-17 09:30:00.288756
901089,,51,-22.964524,-43.391523,2025-02-17 12:10:18,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],210391.3, ,0.0,2025-02-17 09:30:00.288756
86850,,14,-23.008182,-43.442758,2023-05-03 12:22:53,0.0,,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA,7855.3, ,,2025-02-17 09:30:00.288756
901062,,51,-22.963589,-43.39422,2025-02-17 12:26:54,0.0,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],239420.1,232,1.0,2025-02-17 09:30:00.288756
902033,,46,-22.854762,-43.251941,2025-02-17 11:33:20,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],178711.1, ,0.0,2025-02-17 09:30:00.288756
902053,,43,-22.839959,-43.296699,2025-02-17 12:29:55,38.1,,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],162546.0,48,1.0,2025-02-17 09:30:00.288756
902035,,31,-22.973397,-43.366591,2025-02-17 12:29:47,9.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],133581.4,90,1.0,2025-02-17 09:30:00.288756
E902000,,31,-22.986684,-43.365898,2025-02-17 12:29:56,57.8,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],90277.9,181,1.0,2025-02-17 09:30:00.288756
901067,,22,-22.964992,-43.390989,2025-02-17 12:19:26,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],24926.5, ,0.0,2025-02-17 09:30:00.288756
E902004,,41,-22.920538,-43.645908,2025-02-17 12:29:47,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],154988.7, ,1.0,2025-02-17 09:30:00.288756
902062,,46,-22.876771,-43.335683,2025-02-17 12:29:45,0.1,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],153752.0,27,1.0,2025-02-17 09:30:00.288756
902048,,43,-22.856413,-43.258893,2025-02-17 12:29:48,45.0,,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],145370.1,154,1.0,2025-02-17 09:30:00.288756
902058,,46,-23.001394,-43.367737,2025-02-17 12:27:12,1.1,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],166107.8,81,1.0,2025-02-17 09:30:00.288756
902021,,43,-22.964564,-43.391712,2025-02-17 12:16:40,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],131186.6,62,0.0,2025-02-17 09:30:00.288756
901068,,22,-23.000187,-43.349659,2025-02-17 12:29:59,52.2,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],207448.1,91,1.0,2025-02-17 09:30:00.288756
902003,,0,-22.876393,-43.330367,2025-02-17 12:29:51,0.0,,,,152617.6, ,1.0,2025-02-17 09:30:00.288756
902102,,41,-22.876844,-43.330416,2025-02-17 12:29:40,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],80504.8, ,1.0,2025-02-17 09:30:00.288756
